PlasmoDB geneID,Early troph._mRNArpkM,Late troph._mRNArpkM
pfe1270c,37.32439767,19.02588094
pf13_0143,497.6258061,457.6561346
pfi0415c,51.05321734,25.23621369
pf07_0066,34.76450081,35.24959518
pf14_0391,846.4828693,450.7122443
pfe0975c,2859.89412,2622.767262
pf14_0059,52.63809124,45.79522873
pf14_0605,86.25157471,94.28857449
pfd0150w,37.14654926,33.79245151
mal8p1.23,42.31927407,49.32272231
pf14_0608,28.64546202,24.74996636
pf10_0171,39.5554099,41.74496415
pf08_0086,71.88411977,89.50014535
pfb0375w,14.81507194,12.3107643
mal13p1.36,72.48331817,64.18467663
pf10_0068,798.4310608,624.7018249
pff0525w,203.9091951,177.271177
pf14_0052,29.01019366,21.07946489
pfl0780w,346.5809854,180.2870351
pf07_0099,161.5867787,114.9647361
pf10_0089,15.80614703,NULL
pf07_0079,2985.591456,1817.828172
pf14_0077,816.7298195,379.1906127
pf11_0065,2496.729208,1702.132003
pf11_0036,171.5398415,99.36360693
pfd0460c,78.19795127,45.94100583
pff0885w,2298.528064,1346.12793
pfi0920c,51.43969018,30.18792243
pfl2235w,NULL,36.15305012
pff0880c,294.4270927,244.5327138
pfe1530c,30.70943251,36.47042817
pf08_0016,46.09748756,55.91394539
pfl1240c,34.37473576,46.86408353
pfd0730w,NULL,39.74141837
pf11_0071,204.818704,115.6801657
pfi1075w,132.8142439,143.1608199
pf13_0204,160.4308099,96.73123792
pf11_0409,81.56796682,65.87346075
pfd0462w,108.9834446,65.55382238
pfb0550w,477.868887,297.1813286
pfi0755c,334.344723,235.9406659
pf14_0141,3159.82834,1979.159368
pfb0391c-a,56.44540308,NULL
pfi0425w,49.45034172,28.73684241
pfb0391c-b,59.23890919,53.07199846
mal13p1.209,1459.201453,873.6486552
mal8p1.103,295.2607555,198.4836864
pfl1745c,297.9175711,192.5045525
pf14_0585,2664.416748,1786.545045
pfa0620c,554.5329824,176.9410374
mal7p1.28,37.16798562,30.4475886
pf10_0272,1692.931499,1075.808993
pfb0885w,3282.948845,2625.675031
pf14_0576,99.32303592,66.77986231
pf13_0222,499.8293855,299.8990298
pf11_0526,66.83034448,43.7838928
pfi1420w,83.12739129,NULL
pf08_0079,68.94232285,74.43655121
pf14_0083,2534.831386,1788.386463
pf10_0225,81.5557722,80.41689855
pfc0855w,88.57153815,NULL
pfc0595c,55.04328649,NULL
mal8p1.105,85.42948139,98.92672878
pfd1070w,121.1556619,65.51863854
pf13_0142,190.615892,204.2181806
pfa0530c,70.62364171,NULL
pf11_0404,82.32999096,34.41123518
pf11_0043,2404.916706,1620.104544
pfd0770c,2479.452221,1413.04814
pfc0430w,72.09724247,38.38403292
pfl0670c,182.1246982,129.841443
pf14_0429,126.2271818,65.06638231
pf14_0086,71.28815318,NULL
pf13_0278,54.98973303,40.05620643
mal7p1.144,18.414946,NULL
pfd0880w,131.0839638,115.4981562
pf13_0157,189.5699795,153.8405212
pff1000w,76.32897512,70.32661674
pf14_0198,146.2910987,99.49264411
pf13_0132,1535.765262,1204.662047
pf13_0331,70.85181913,NULL
pf13_0051,108.938279,86.6172669
pfe0670w,113.630697,NULL
pf10_0257,172.0009371,116.7390978
pfb0415c,47.39325982,NULL
pf08_0019,2950.953398,1864.073274
pf11_0245,333.5096491,274.9871923
pfc0865w,60.75657604,65.17770373
pf14_0364,95.62910797,68.132042
pfe0925c,65.80382403,79.65758879
pfi0700c,61.69127299,51.86795276
pf13_0330,68.40777478,41.33725096
mal13p1.283,478.0465484,367.2285778
pfc0350c,236.3314503,138.8283699
pf11_0331,566.7878026,474.0475829
pf14_0187,141.3380596,116.9050918
pf10_0141,74.92470557,53.76655113
pf14_0589,138.8942905,103.5996555
pf11_0469,33.81797096,21.0809815
pf14_0087,37.68240915,20.60416423
pfe1085w,42.58968253,27.426469
pfa0230c,133.2529508,104.7127962
pf14_0389,51.47027573,32.13840154
mal8p1.3,373.1657201,117.3750233
mal8p1.43,109.5487637,74.06095548
pfe1605w,799.8634534,203.4080477
mal8p1.156,347.6268384,294.6347804
pf11_0293,132.7557893,149.8079549
pf14_0549,65.02098616,56.42920523
pfl0335c,347.3829865,322.1581312
pf14_0205,1767.240379,1446.402583
pf14_0439,477.1750237,383.6136586
pfi0285w,33.35471542,27.10243966
pf11_0312,1183.859912,907.3839429
pf13_0263,83.41300287,76.13708745
pff0700c,1777.063306,1261.02369
pff0835w,288.4840172,263.3223468
pf14_0473,47.80942061,43.32386193
pf14_0482,79.63802198,87.02118836
pf07_0058,32.08889826,36.42518948
pfl0555c,33.821091,44.04016132
pf14_0730,450.2327504,37.69508996
pfe0730c,99.49486993,56.22796036
pfa0715c,117.3842999,NULL
pfe1600w,2247.427543,127.3082286
pfl2355w,91.60437591,55.68501964
pf13_0214,1188.733045,1119.265587
pfi0555c,54.07139783,41.8448918
pf08_0039,1137.748433,823.694029
pf10_0294,52.01801662,48.03259373
pfi0500w,141.1721033,96.98813843
pf13_0316,1347.473478,974.8612412
mal13p1.45,92.25542491,79.31470104
pf10_0149,95.1604538,58.05706471
pfb0921c,2941.563024,1023.371109
pff0755c,24.80192483,21.99139412
pf13_0287,266.2859058,178.9355494
mal13p1.120,75.0731377,68.62550383
pfl1530w,69.4666957,74.97915499
pff0160c,148.1791759,103.6940556
pf14_0448,2915.166079,2062.144242
pf14_0662,83.95513323,28.45711128
pf10_0104,264.5897566,194.3508158
pf07_0123,107.2844511,76.21106429
pf13_0354,117.535787,103.6719523
mal13p1.284,191.4123197,73.01039645
mal8p1.83,272.1395664,229.2458447
pf10_0326,69.26183736,63.0852332
pfe1590w,6928.347803,1886.402148
pf14_0536,33.85329778,NULL
pf08_0060,251.5030915,67.84123039
pfb0595w,544.9396143,392.2526001
pff0825c,176.4429952,63.48833551
pfb0635w,346.1932103,255.6877488
pf13_0208,87.18349616,59.10466295
pfd0265w,103.5330146,86.19751749
pfi0925w,228.9423176,149.3660409
pf11_0068,60.15029957,50.6181865
pf11_0144,60.00628402,43.99699706
pfc0390w,28.51344377,21.23633178
pfl2125c,62.07968914,45.67669126
pf14_0137,105.664866,83.34109954
pfi0740c,NULL,75.73974966
pfe0350c,4075.296235,2272.28575
pf07_0077,66.00318577,63.8724543
pf14_0517,622.8339974,309.3879684
pf14_0704,53.76712334,44.29988722
pf10_0325,883.585874,464.6317128
pf10_0373,36.86189834,23.90868468
pf14_0321,98.16985424,58.46991799
pfc0285c,590.2984467,309.4613968
mal13p1.335,98.41934841,34.72688009
pf11_0101,47.38837917,24.14705883
pfc0085c,883.9318098,387.474148
pf10_0160,688.1609085,344.2041013
pfl2050w,81.38545754,30.29215043
pfl1585c,38.97178222,NULL
pfe0050w,662.6434822,140.7275451
pf14_0486,2639.003656,1718.21083
pfc0725c,772.6931014,343.5341023
pff0590c,139.0343847,111.894351
pf13_0262,181.1347403,143.8100163
pfb0715w,125.2337859,91.85160326
mal13p1.294,33.57916154,NULL
pf11_0123,25.88696856,32.26116231
pf13_0252,2399.445255,1790.533744
pf11_0208,1096.568814,1172.743805
mal13p1.333,49.72040628,32.86864086
pfi0645w,855.6335608,767.5070219
pf14_0188,55.80051569,39.65881496
pf08_0074,1723.00572,1419.316613
pf14_0139,40.46687522,28.48567854
pf14_0218,38.97946363,44.830099
pfl0380c,51.9242817,45.9184517
pff0430w,809.2963823,658.7133146
pfe1335c,91.86103896,80.60538641
pf11_0260,1056.060311,832.9794786
pfa0505c,229.7607338,208.4213923
pfl2305w,58.09333835,45.70128446
pf14_0324,354.9472145,255.9218324
pf10_0155,5136.669379,5763.521844
pfd0225w,51.99998718,39.24493836
pfb0200c,38.52295408,36.80964175
pff1335c,640.2884474,851.3326477
pf14_0341,687.9192372,322.1472745
pf14_0378,442.8945061,571.4231589
pf14_0790,92.97930047,45.56475225
pf07_0029,2434.509465,1969.941813
pf07_0033,284.4397604,239.4619026
pf13_0088,94.31347479,72.53578349
pf11_0289,41.4022884,32.83733274
pfd0835c,64.27311792,58.15485921
pf13_0235,26.23876773,18.88757638
pfd0960c,123.2384626,94.11035738
pfl0815w,337.7016948,231.2371171
mal13p1.292,34.72814487,26.74978572
pf14_0042,75.10176254,62.52426864
pfi0965w,103.8641838,72.4574486
mal13p1.352,87.43981569,62.11561425
mal7p1.122,291.6652068,232.6952146
mal13p1.289,82.58576568,72.36806616
mal13p1.26,46.10548635,37.91450067
pf11_0270,176.7081482,122.7463943
pf10_0128,106.4536805,81.77238392
pfc0535w,1331.226077,983.7399672
pf13_0147,65.03680625,69.79609426
pf08_0048,50.28496688,51.51702267
pfd0505c,47.68647394,52.75959174
pf14_0128-b,NULL,54.47160742
pfb0620w,112.895091,NULL
mal13p1.385,36.20114931,37.79996921
pff1135w,94.72683369,98.32798445
pfl0160w,NULL,NULL
pfl2150c,178.9365703,132.5643652
pfl2200w,40.20825938,NULL
pf10_0041,106.6985089,73.42168446
pf14_0256,65.82920935,64.81765743
pf14_0028,87.620465,53.38756938
pf13_0205,97.73093364,66.87829094
pf10_0091,51.40304767,46.13928785
pf11_0301,829.6408658,468.8129483
mal7p1.126,53.12256242,48.63395588
pfe0630c,278.2937673,258.4668741
pfe0545c,1002.408022,1124.976816
pfc0975c,1218.36588,1262.118006
pf14_0328,281.709466,129.3608881
pf11_0198,116.9816458,88.26022832
pf08_0096,359.5378875,285.2599113
pfb0930w,453.0764003,75.93430346
pfi1150w,27.69071549,23.9661168
mal7p1.31,78.41011418,NULL
pf10_0214,72.85483356,78.99625855
pff1390w,37.30377773,44.40123925
pf14_0619,82.25369433,88.02313121
pfi1105w,989.4867386,848.7193979
pf10_0366,597.1829702,339.7354398
pf07_0057,104.9929858,106.3453443
pf10_0299,45.56609697,55.15163021
pf11_0380,126.1396062,115.3510223
pf13_0091,44.10654587,41.37230632
pfl2075c,124.457576,134.0138086
pfb0240w,46.29799033,40.32306163
pfa0495c,37.86018207,40.6730472
pf11_0309,NULL,NULL
mal13p1.274,145.6832611,184.9131746
pf14_0370,28.46691686,35.45944787
pf07_0073,258.8559255,343.0986679
pf13_0344,24.75649957,NULL
pf14_0643,75.66693202,110.6957466
pf07_0015,36.59165584,17.81090986
pf13_0137,39.94620158,24.65374387
pfl0692c,75.97797525,92.05128655
pf11_0483,18.91737463,NULL
pfl1425w,418.5074106,355.9441558
pfc0105w,67.57100817,46.46371161
pfc0980c,76.44169222,81.0058038
pfd0245c,116.47926,77.31474192
pf13_0053,25.21166039,18.42131517
pfa0145c,199.9025742,137.789446
pf13_0273,54.10985009,43.04587883
pf07_0037,28.71742017,30.65879933
pfc1025w,814.5557855,761.9580601
pf14_0384,42.03958585,NULL
pf08_0099,164.0441893,165.8192765
pf10_0323,1085.744969,342.4468334
pfc0271c,386.7687707,471.7970393
pfe0985w,38.27406934,32.14366962
mal13p1.236,NULL,86.7449582
pf13_0141,2376.743025,2946.158169
pfe1040c,53.2374893,48.91650235
pfd0515w,59.04039413,50.74727905
pf11_0258,232.5221247,190.9700999
pfc1055w,42.96109678,41.22072128
pfl0210c,2964.429262,2788.079065
pfl2230c,20.43143995,NULL
pf13_0274,53.79971039,49.64585558
mal13p1.142,70.75951502,79.41486622
pfc1015c,27.70534659,29.15076306
pfe1245w,283.5693748,33.55632616
pfd0207c,60.82091709,66.01710436
pf13_0167,93.24351495,89.0091182
mal7p1.120,26.46012442,27.01978091
pf13_0097,60.43979362,19.75859563
mal7p1.174,786.067139,147.6604896
pfe1610w,245.1177755,NULL
pf10_0013,186.5005174,58.16740749
pf11_0351,787.4430167,535.6306037
mal13p1.221,111.0891275,80.23309661
pf14_0036,279.5527753,112.4527702
pfi0335w,83.96808453,64.29416391
pf13_0281,216.3385995,NULL
pfc0530w,96.26577872,41.0395313
mal13p1.73,50.81052027,34.74814263
pfl0730w,53.81122693,26.92718345
mal13p1.71,70.12264504,43.95401165
pfd0367w,97.14300896,62.76383841
mal7p1.32,49.0452792,34.14725812
pf08_0102,58.3118344,30.17466307
pf13_0300,143.7090871,NULL
pfi0895c,206.4076868,110.1194129
pf11_0254,149.9682721,129.18382
pf13_0313,77.46304501,24.48414221
pf11_0078,37.31526067,33.64212043
pf11_0264,50.98469251,37.23155972
pf07_0102,43.1861635,53.26955533
pf10_0324,128.9544032,121.7430494
pf13_0234,254.717,103.8370868
pf13_0319,71.67989555,75.03534128
pf08_0087,517.6529267,551.6371484
pfb0953w,116.8536697,NULL
pff1155w,576.9422523,391.0754204
pfd0275w,48.50430469,35.23371743
pf14_0474,100.0372174,71.38928759
pf11_0069,236.9101434,174.1781912
mal13p1.231,872.8698956,671.012043
pfc0850c,30.35697914,32.55849343
pfc0900w,496.1525162,372.4269555
mal13p1.349,30.40941361,33.70023259
pfi1385c,46.05458674,50.67826851
pf11_0051,124.7820459,82.80545024
pff0105w,121.5645774,65.39331549
pf14_0434,367.068345,299.9434003
pf14_0241,1243.329588,659.0752786
pfl1715w,34.67109343,28.58232393
pf14_0489,39.83220269,30.17842401
pff0970w,77.99826608,59.08138172
pfl0295c,109.7715066,86.23829004
pf13_0133,141.2626377,118.9690652
pfb0870w,53.47266596,33.78773049
pf11_0203,55.26773144,40.13890599
pf14_0259,62.16025401,44.47457013
pfl2120w,98.43526529,73.52350619
pf11_0327,103.466793,64.49777338
pfd0525w,123.2699529,92.22484896
pf14_0600,284.2800505,185.5712317
pfl0985c,44.87464356,38.54672397
pfl0050c,232.8047496,63.49404803
pf14_0513,75.16099972,71.00644662
mal7p1.225-a,378.1341026,73.94654239
pfi1060w,49.28123659,48.78434538
mal7p1.225-b,369.4266849,72.11796042
mal13p1.465,242.8795116,NULL
pfi1650w,36.71588111,33.51559155
pf14_0227,71.85879026,NULL
pf14_0038,424.3470945,390.9667727
pfa0630c,136.1583121,54.66920826
pf13_0179,140.9946212,145.0675739
pfd1045c,20.31283949,21.17978428
pfc0870w,707.9589778,657.4009279
pf14_0403,20.2183985,NULL
pfl2490c,44.77928405,47.59723835
pfe0430w,49.1986124,62.00452534
pfe0060w,866.5840262,191.0436915
pf14_0657,62.422854,42.71608602
pf14_0371,14.57300833,16.3774968
pf14_0510,1441.83338,1485.015641
pf14_0242,284.8821094,252.2772174
pfd0540c,52.58916315,59.08868086
pf08_0117,41.80954091,41.60873157
pf14_0359,847.879154,739.5539734
pf13_0042,34.30259385,35.00869878
pfi0480w,29.60151146,31.74471007
pf10_0153,400.9506919,281.3537942
pfi1110w,254.8569352,277.8203292
pfl1975c,47.11751424,47.07170021
pf14_0126,29.35015687,25.41569966
pf13_0017,41.30695702,36.77546809
pfi0328c,47.82484996,50.56887976
pfb0745w,16.44586865,16.33041922
pf14_0598,5022.946508,8447.388979
pf14_0520,188.5983261,330.0357521
pfe0290c,169.6789575,223.3350458
pfl1595w,NULL,96.3391643
pfi0350c,52.23431018,53.93947595
pf14_0650,94.70839769,93.99240085
pf14_0217,69.4187305,66.86735014
pff1040w,45.14009767,40.47805622
pf10_0086,397.8540845,350.4120145
pf13_0243,55.90278237,55.233417
pff1090c,45.47400794,33.36517812
pf11_0455a,1379.641924,1411.97394
pf14_0697,45.36550245,40.08454203
pf11_0382,93.6964637,82.82320352
mal8p1.24,24.11965346,17.9181888
pf11_0511,474.7668245,151.6209462
pf10_0121,5687.749347,8749.782296
pf14_0759,139.7121887,75.4153702
mal8p1.206,715.8999828,283.6946953
mal13p1.184,43.57300308,30.88102944
pf14_0167,119.5013815,132.4640621
pf14_0413,33.78619246,25.65426731
pf14_0312,42.3083611,49.60449723
pf13_0037,NULL,17.68832856
pf14_0519,70.57636176,84.94397879
pfa0580c,33.86448901,45.22544439
pf14_0223,25.45468983,32.50529468
pf11_0292,99.64189903,121.4245969
pf14_0416,87.72071303,97.80987426
pf14_0037,88.5846985,NULL
pfe0605c,68.13916707,36.22669272
pf11_0188,267.5749572,140.6256104
pf08_0095,147.2501959,93.38132984
pfe0410w,278.3674762,170.0655113
pfc0440c,65.18705594,66.82196493
pf11_0059,92.2109727,69.79609426
pfl1635w,91.10789622,108.0319255
pfe0660c,1476.483926,3017.366514
pfl1845c,292.4701157,278.1839552
pfl0340w,47.37606603,41.82897408
pf11_0058-b,103.4942917,89.80705061
pf14_0719,43.47367357,37.32253414
pf11_0058-a,103.5750083,89.75139303
pfi1490c-a,37.4850817,41.24716019
pfi1490c-b,40.73815807,43.69254045
pfc0800w,86.49085645,58.74591801
mal7p1.138,73.34724853,84.94696147
pfa0160c,169.9696844,125.7377782
pf07_0030,25.2422154,26.31603535
pfi0750c,18.83743199,17.20734843
mal7p1.134,32.87973918,36.59564251
pff0500c,111.5029934,143.3183331
pfl0255c,30.09356189,30.02221591
pf10_0289,441.923785,1303.188681
pfi0680c,35.12089585,33.70493478
pf10_0047,127.0272807,97.83199069
pff0820w,21.00942523,23.91244633
pf11_0276,41.64038318,36.38903579
pfc0270w,83.69440871,70.77418135
pf10_0144,160.9478837,107.126852
mal8p1.108,83.59782024,72.27544987
pfb0525w,399.1952336,496.835901
pf14_0410,20.9453265,20.91369861
pf11_0457,50.70033845,68.46648304
pfe0295w,49.20397535,48.08904964
pfl0740c,400.3849629,229.9775594
pf13_0180,108.1397865,117.4537504
pfe0380c,70.49889882,105.2079422
pfe0635c,17.42393208,13.31457383
pfc0330w,32.83392911,49.86654033
pf10_0210,64.43234387,96.4017707
pf10_0066,151.1583775,208.5800624
pfe1155c,88.5417229,109.2780251
pf11_0295,59.52322806,73.3380408
mal7p1.38,164.7560055,106.095791
pfi1570c,81.23900894,59.81245916
pfl1310c,66.24994571,72.89969848
pfl1420w,349.4716353,589.1334493
pfd0285c,17.63485278,9.93828186
pf13_0059,62.69836518,66.06370747
pf13_0232,211.4012754,201.0798739
pf14_0081,125.936183,152.4397839
pf14_0209,81.87869566,76.52918556
pf14_0509,14.47681076,13.05831155
pf11_0118,37.6881709,32.31411791
pf10_0122,91.8041983,79.4522022
mal13p1.112,32.47514426,51.20577656
pff0435w,1753.793657,665.2891392
pf13_0077,29.47331177,36.70589199
pfl1210w,16.99406901,15.99539797
pf10_0363,62.60792251,68.85331354
pfa0570w,60.96060965,64.46773711
pff1015w,42.62222014,44.33688672
pfe0905w,55.51549108,49.28550948
pfl2395c,31.26546039,36.90526218
pf14_0674,37.20090398,41.22727025
pf08_0128,51.29423355,66.12186888
pf13_0342,33.31662161,47.198394
mal13p1.185,44.31741566,39.22633662
pf14_0426,125.0716665,134.4506829
pfa0510w,35.71048479,37.87423478
pf14_0228,181.266677,126.2338662
pf08_0006,274.9366598,160.5168786
pf10_0209,40.23759121,30.73630974
pf10_0093,105.8777675,55.88871964
pf07_0053,67.82738778,36.34659345
pf14_0023,14.70671208,NULL
pff0465c,20.13590627,NULL
pfe1055c,35.65154523,40.17093249
pf14_0678,3068.879332,1812.287832
pf11_0247,25.58007502,38.70429943
pfd0090c,758.5188067,234.5077519
pf13_0186,59.4819696,82.18121256
mal7p1.58,82.58474635,NULL
pf11_0336,50.10851632,80.94011848
pf14_0659,50.61942386,61.79120913
mal7p1.157a,36.25766681,49.81360727
pfi1640c,NULL,74.32977927
pfe1015c,63.44205756,83.5045311
pf08_0132,371.4270862,200.8857813
pfi1310w,108.1011427,128.2585897
mal7p1.88,61.36771736,51.00121589
pf14_0455,175.7490278,106.0492097
pf14_0535,15.20881985,22.62506188
pfl0100c,17.68805097,17.12727922
pf10_0113,40.38971523,27.54356604
pff0775w,63.47775048,39.10161187
pf13_0345,69.6393291,83.57110418
pf07_0110,58.23171986,44.86784855
pfc0070c,201.8803213,99.06373633
pfe0800w,17.82015668,13.56527743
pfl0575w,15.54914862,17.28851988
pf08_0089,33.9157611,46.45665412
pf13_0239,40.44107594,44.8482348
pfl1325c,52.1925999,59.92852538
pfi0225w,49.03084313,45.68451194
mal13p1.132,40.21637064,52.2602048
mal13p1.336,242.9967073,247.9693445
pf11_0115,51.37722463,67.72827281
pfe0655w,32.21663937,40.51175463
pff0445w,68.01218466,79.65234208
pfe1160w,15.37825376,15.95173924
pfi0430c,14.11863777,15.83251189
pfi0935w,123.7367997,137.574265
pf08_0084,59.78392493,58.78198605
pfc0550w,82.96133309,95.1549419
pff1300w,1672.478661,1975.102602
pfl1475w,NULL,45.30816585
mal13p1.54,77.42355466,63.52822657
mal13p1.258,28.23007695,52.72714653
pf14_0656,54.04509161,75.49305614
pfd0305c,535.6474503,449.6305891
pfl2260w,49.24208664,52.82813658
pfb0470w,11.51394306,12.15376333
pf13_0348,32.59616501,40.41954129
pfl1205c,9.481821132,6.842682843
pfb0575c,36.22911357,27.1401581
pf07_0085,86.04247433,78.28199456
pfl0230w,47.33242123,NULL
pff1415c,346.74215,334.7981059
pf10_0369,95.99696408,62.99437593
pfi0860c,113.6483053,72.47094387
pf08_0018,32.13242975,35.69275933
pff0945c,37.84182685,33.35848946
mal7p1.98,NULL,93.26837212
pf14_0673,55.47333352,45.64957197
pf11_0339,59.69909654,NULL
pf11_0506,70.17036566,54.58756047
pfi1405c,157.2710156,NULL
pf13_0098,99.20727344,136.0259057
pf14_0025,218.8322073,354.6985039
pf14_0329,349.7999233,328.2993216
pfl2030w,79.66168152,73.42045044
mal8p1.32,280.8791408,140.2989497
pfe1450c,NULL,87.40155943
pfe1045c,32.47813341,52.38886325
pfl1655c,NULL,39.6950862
pf10_0070,49.98618635,44.43123104
pfe0475w,63.35968677,68.6576268
pf13_0335,43.45005017,81.09227291
mal13p1.162,54.21645703,56.95817132
pf10_0130,37.47479018,48.64318032
pfe0280c,22.71668289,42.96607588
pff0210w,27.95740437,49.20730037
pf13_0191,49.64678253,46.87318114
pfc1030w,77.99617693,72.46623175
pf13_0071,201.5491612,196.074319
mal7p1.209,94.21590701,69.20623122
pf14_0414,6.036298486,14.39600534
pf14_0716,233.2581865,318.5400925
pf13_0359,NULL,27.76849052
pfi1468c,15.01756569,36.95476523
pf14_0700,250.2818609,333.3671955
mal8p1.15,13.97359156,14.95450578
pf14_0096,92.3280946,57.36912563
pfi0490c,68.96160845,93.2476693
pf11_0428,50.37756724,57.09748087
pfl1115w,104.9882218,146.5397688
pfi0780w,NULL,76.47321689
pfe1350c,290.1019366,363.8733817
pf13_0062,140.4148456,158.133825
pf10_0331,43.73936511,54.4145549
pf10_0287,84.38061137,78.63480649
pf11_0202,89.88328837,143.897938
pfc0135c,133.072062,197.6310771
mal7p1.25,20.50114194,21.28554587
pf13_0099,145.6638597,152.3288298
pf14_0266,57.15823699,63.90513799
pfe0285c,806.5521826,1081.859934
pf10_0111,302.637673,397.6622778
pfe0595w,106.3083226,137.7747964
pfi1625c,157.3777196,198.9815234
pf13_0069,NULL,16.44234385
pf14_0676,261.3074321,362.2176616
pf10_0317,52.93773883,64.52254138
pfe0970w,NULL,43.34272131
pfi0095c,319.0570127,145.3179318
pfe0955w,44.52646311,NULL
pfe0040c,48.06301185,18.1371753
pfd0980w,NULL,18.77123479
pf10_0284,13.17052984,19.23602713
pf13_0054,NULL,42.38331283
pfa0590w,271.6005103,187.2045451
pfl0425c,6.345284108,7.723216849
pf13_0192,49.17008526,103.3352668
mal13p1.266,71.48612084,74.35892884
pfa0450c,NULL,53.77331936
pfi1590c,83.17521167,83.48776402
pfl1640c,41.12958377,50.14683873
mal8p1.58,88.63051882,79.74262051
pfl1315w,64.57011657,66.0681914
pfl2440w,26.38421986,34.94038281
pfl0225c,86.44303275,175.2678966
pff0400w,14.00050623,31.86514577
pfl1535w,35.2892608,37.58867153
pf14_0308,20.07262693,35.8683353
pf11_0319,9.887695413,14.73649379
pfa0255c,88.32614787,94.66264095
pfe0980c,40.50915596,27.20879784
pfl1995c,44.53172349,44.79196145
pfc0175w,42.77831097,54.55633019
pf14_0014,221.9571864,182.6836902
pfe0140c,230.4779707,226.0200222
pf07_0100,33.26094644,31.20679571
pfl1545c,193.9841568,196.6070318
pf13_0101,36.27157587,21.61835008
mal7p1.11,139.0411839,120.7526464
pf14_0097,148.80715,154.213714
pfi1645c,34.44478023,35.20175344
pfi1030c-b,150.0391464,157.8422428
pfi1030c-a,157.1811752,167.0065004
mal13p1.186,56.84957233,55.28780499
pf08_0098,24.7522965,29.47537063
pf08_0051,NULL,14.195196
pfb0205c,23.33766472,27.18507294
pfe1210c,66.07189282,70.14915987
pf14_0402,65.12539502,36.68331109
pf08_0071,162.5525477,255.0293336
pfd0555c,16.0749833,12.9078104
pfc0520w,74.82282319,131.450692
pf10_0359,61.22151214,NULL
pfe0445c,53.05406137,83.07522775
pff0120w,36.56881293,32.45077255
pfi0130c,53.9520255,34.43357919
mal7p1.93,120.7336001,152.2055289
pf14_0166,22.54716317,27.11150356
pf14_0395,28.7830054,27.68337183
pf14_0466,NULL,48.78173064
pf10_0051,NULL,37.90668767
pf10_0199,NULL,7.121411452
pf08_0063,99.20147159,124.9232447
pff0115c,57.78948129,69.78609952
pfl0415w,153.4666613,235.8574806
pf14_0393,91.50734098,106.8249291
pfl1920c,52.75194703,48.25413197
mal8p1.86,41.03529382,48.12244324
pf10_0064,17.32914807,20.03137588
pf10_0016,1164.960916,1450.565562
mal13p1.270,198.436591,235.6231946
pf14_0711,NULL,20.92707273
pf13_0082,99.02078361,119.5900236
pfe0805w,5.938129675,15.34019513
mal8p1.59,NULL,41.1909827
pf08_0029,130.9517977,74.68829459
pfb0820c,28.8250099,33.63972558
pfl2445c,37.054505,39.64656956
pf10_0310,40.43602811,46.47044746
pfl1140w,136.1449892,165.5642341
pfd1037w,80.15270296,95.71193464
mal7p1.117,310.9764302,403.6521542
pf11_0364,152.7251765,143.2938929
pf10_0286,19.84200456,34.03681294
pf11_0077,10.29369924,13.02941229
mal7p1.33,NULL,45.9736114
pf13_0279,38.1401472,48.4806341
pf10_0092,65.85152494,90.40102
pf14_0507,15.76751176,22.21647162
mal8p1.17,949.6182722,1481.536061
pfl0930w,81.14063257,105.128493
pfl1245w,101.0153349,124.8681878
pfb0540w,27.58053319,48.14242581
pfi1696c,NULL,NULL
mal13p1.540,127.3641423,202.9271357
mal7p1.147,41.73535543,60.19005883
mal13p1.242,NULL,60.87598098
pff1445c,43.12160571,52.74544172
pf11_0359,62.41089753,76.13676694
pfc0545c,41.52872288,71.2795058
pf08_0034,158.7051888,76.95352228
pfc0255c,175.4389548,203.8591084
pff1430c,129.6695048,70.14393525
pf10_0180,267.8233901,123.2218718
pf13_0153,192.4217944,58.28371559
pff1410c,53.49312917,83.14093455
pfl2365w,74.69755468,106.0423153
mal13p1.365,31.23824929,45.78940727
pf13_0036,NULL,45.44643225
pfl1525c,33.18927276,44.69922017
pf14_0485,26.45876859,35.73232782
pfd0690c,14.64330329,17.38490434
pff0195c,6.994917674,10.20175341
pfi0795w,40.97422035,51.5307022
pfa0460c,73.00791531,150.9909543
pf08_0038,NULL,57.31081576
pf14_0387,43.88240006,25.02719467
pf10_0358,NULL,56.16056516
pf08_0097,43.67993404,29.90624033
pf14_0332,NULL,39.29503547
pf11_0385,66.59587616,59.22394707
pf08_0131,129.57571,339.6866389
pf14_0502,61.220263,53.62060302
pf13_0031,75.34650443,58.85722714
pf10_0075,483.0620636,405.1457749
pfi0960w,NULL,54.4600945
mal7p1.37,29.5396263,47.26789041
pff1400w,9.190305784,16.84626946
pf11_0181,36.10315054,56.12121205
pff0815w,81.53854564,76.45755389
pf14_0276,41.73493132,127.9367226
pf14_0386,70.50339816,56.05679828
pf13_0322,364.4261842,358.9627143
pf08_0020,61.87214851,108.6909843
pf13_0236,124.6242428,122.177257
mal13p1.87,41.1007118,71.87329161
pf08_0085,NULL,126.7726185
pf13_0020,28.637853,60.70942367
pfi0875w,2033.646488,2539.079233
pfl2060c,167.3866362,232.5581848
pfb0710c,30.07598034,32.93657558
pfc0265c,81.74020816,92.10827095
pfl1980c,47.02192412,51.68757517
pf13_0182,20.42440743,31.53175594
pf14_0176,83.75233928,151.3425254
