PlasmoDB geneID,Early troph._mRNArpkM,Late troph._mRNArpkM
pf11_0306,52.2410128,109.4140597
pfi0085c,140.4294706,125.0945099
mal13p1.15,NULL,154.2740555
pfl1135c,20.16875324,30.76975453
pfb0125c,22.93065963,26.03033225
pf14_0336,146.5927688,200.2163906
pfi1025w,62.85194865,80.81188067
pfi1115c,45.93773029,63.31512122
pff0560c,58.49538026,73.97906858
pf11_0397,29.57753773,47.96442704
pf10_0136,33.65182465,60.30595453
pf08_0116,33.44604643,39.12913971
pfd0165w,40.45827529,30.81424807
mal13p1.337,NULL,106.114672
pf14_0186,81.99367872,113.7843934
pf13_0156,333.179983,509.8168694
pfc0745c,239.1192831,331.9865806
pfl1790w,51.33461347,49.84049803
pfl0770w,24.11361974,25.97167131
pfe1080w,31.32854718,40.49638452
pf10_0036,147.9590806,101.0374342
pf08_0011,25.75677567,33.976266
pf14_0425,3472.495064,2183.214176
pff1425w,77.92658975,86.75589889
pff0420c,262.4584846,364.3717246
pff1105c,49.32111152,82.582588
pf14_0571,218.9801715,344.9450101
pf14_0026,43.99437661,56.61968152
pf14_0544,57.34603915,28.92745385
pfi0630w,134.4608976,184.2927503
pf14_0267,59.58924979,80.26702739
pf14_0417,163.1213267,174.052493
mal8p1.128,237.5432228,423.2998617
pfc0340w,NULL,25.01045745
pfl2240w,42.46037436,69.68427453
pfe0150c,26.20933737,52.80410923
pfb0420w,59.14113774,102.9625758
pf14_0253-a,27.67857821,24.02047843
pf14_0253-b,27.57010567,23.926342
pfd0807c,153.4902974,152.6181926
pfi0640c,16.84341847,23.89441845
pfc0225c,32.34262018,NULL
pf14_0484,NULL,33.94117203
pf14_0152,35.42795335,48.34382856
pfa0195w,25.79452261,59.6344256
mal7p1.129,26.60083929,33.6345731
mal13p1.261,34.0950062,46.22880632
pfi1700c,32.82118425,55.3851357
pfl1620w,18.50366059,38.90513247
pfc0140c,17.5926283,21.11214641
mal8p1.74,19.83199404,48.62358366
pf11_0183,1064.015893,1125.111316
pfe0675c,76.80507957,202.3985967
pf14_0582,NULL,33.73087106
pf13_0096,109.5200637,117.6309823
pf14_0213a,58.16329468,57.8741434
pfe1550w,32.06463232,37.96319722
pfe1050w,360.9995106,641.2510231
pfl1590c,15.30342985,35.48434258
pfb0423c,47.35585719,88.78677773
pf11_0184,28.42648755,66.80741578
pfe0585c,210.944377,471.4763207
pf14_0154,48.19230595,52.12155032
pfa0520c,101.5693845,282.2792136
pf14_0095,NULL,15.86534633
pf11_0130,72.47033169,141.6175847
pfl1710c,23.59842659,43.40868057
pfl0960w,116.5898635,121.1697815
pf08_0031,60.5152,85.15006051
pff0935c,4.901425372,10.36853061
pf13_0016,63.92553175,147.8688663
pfl1445w,20.79881679,28.61601613
mal13p1.290,NULL,46.82374628
mal8p1.139,28.14545874,43.86856841
pf14_0315,40.06234495,61.28912594
pf13_0012a,129.5000494,151.265492
pfl1120c,47.48725815,54.49996989
pf14_0029,42.92197466,41.70441227
pfl0925w,24.80867206,25.05733521
pfe0275w,33.91632935,51.249101
pfe0740c,15.83463989,16.29287296
pfl1070c,450.5225439,732.1271033
pfd0810w,803.0723553,774.4497615
pfa0430c,74.88978905,95.03494191
pf14_0529,107.4539025,93.65387272
pfl2535w,115.1279443,112.2585886
pfe0505w,54.31808366,56.41930205
pf11_0171,166.2729139,138.2699707
mal7p1.164,30.88144873,28.35619415
pfe1000c,44.86327724,78.24824968
mal13p1.31,NULL,16.75923473
pfl1150c,142.8088555,302.0550518
pfi0670w,61.50097192,84.99213681
pfl0495c,13.56036455,29.94609531
pf07_0114,28.98948688,42.13114221
pff0905w,56.43473698,70.97627201
pfl1275c,75.10889886,86.68286001
pfl2170c,9.670064553,17.91656341
pfd0865c,NULL,33.2487389
mal13p1.67,NULL,17.67270351
pf13_0021,183.3681865,380.4924805
pf11_0271,23.17840088,28.12941171
pf11_0412,119.6562884,127.3907038
pfi0810c,52.12176293,66.66467845
pfb0180w,NULL,37.92904617
pf14_0430,NULL,30.26585314
pfe0190c,NULL,34.6186805
pf14_0232,NULL,38.57127885
pf14_0570,NULL,63.38131927
pf14_0257,516.7167408,1264.319284
pf14_0453,62.9097458,103.3390886
mal8p1.123,17.30637826,21.35685814
pfi1245c,24.62967589,33.82858604
pf14_0377,146.2954884,167.9694713
pfl1875w,42.34395023,55.51220409
pfe0870w,88.39687861,121.0813108
pf13_0290,26.81575305,33.72767552
mal13p1.351,9.065473629,16.36882025
pfc0835c,94.98388623,117.1061985
pff0795w,23.85216941,36.64194249
pf10_0319,29.17812532,33.82187188
pf14_0048,57.10030506,53.27450156
pf11_0252,36.54622931,57.71705799
pfi0605c,146.6014744,171.4169192
pf14_0122,555.0852909,991.6812808
pf11_0055,338.3891079,350.4801381
mal7p1.67,99.1348342,90.96170662
pf14_0192,119.0955301,153.2588568
pf10_0057,52.98524862,92.28027702
pf10_0132,61.16998478,81.28083973
pfi0505c,29.81511976,46.66613381
pfl0095c,122.2067043,136.304904
pf13_0356,43.08633363,65.09878826
pf07_0025,NULL,50.99325759
pf13_0119,221.0277484,316.3868947
pf10_0148,37.01914283,48.55701457
pfd0895c,73.88004572,89.46672067
pfa0490w,NULL,71.1692186
pf11_0119,NULL,39.56354098
pfi1620c,13.53895204,44.97593558
pf10_0017,NULL,53.26906884
pf11_0084,26.66663595,36.10432922
pfi0910w,23.77016804,27.17866851
pfl2425w,88.86132136,95.63830617
mal13p1.201,NULL,26.46929677
pfb0215c,NULL,41.27941203
pf14_0471,43.99256835,81.03353794
pfi0200c,22.97844098,34.80986282
pf10_0108,29.37007201,27.50305799
pf11_0044,11.0660299,28.23003223
pfe0110w,42.06704369,37.02516557
mal13p1.345,58.06550426,51.23803827
pff0340c,97.49327378,84.99077276
pf13_0034,116.1288177,93.3683713
mal8p1.51,822.9575663,706.9731516
pf07_0115,62.34389837,62.62598776
pf13_0227,320.7841875,224.8826605
pfi1670c,428.5837273,344.602213
pfa0300c,151.2900027,120.5582022
pf11_0074,31.59989756,41.33818971
pff1395c,14.0849319,24.70207478
pfe0195w,33.9639665,43.34425608
pfi0220w,NULL,113.2045991
mal13p1.138,NULL,28.4345136
pf11_0248,NULL,106.2932398
pf14_0300,63.92775114,122.4835399
pff0630c-c,NULL,304.3066926
pff0630c-a,107.5361576,360.1144291
pff0630c-b,NULL,311.4140577
pf11_0197,76.58037989,130.9231143
pfe0310c,29.64638212,82.99785319
mal13p1.164,50.05641726,204.4957074
mal7p1.114,57.97163069,135.1996942
pfc0675c,NULL,74.35083507
pf14_0265,NULL,49.88571966
pf13_0183,NULL,51.24717296
pfc0230c,9.755270578,18.35712582
pf14_0318,9.986961542,20.11241593
mal13p1.255,43.84717023,82.28269426
pfb0250w,NULL,17.86761901
pf14_0709,NULL,131.570532
pf14_0294,19.50723015,38.06403218
pfc0095c,NULL,36.27531412
pfi0305c,NULL,23.43540771
pfc0915w,56.76914894,80.50399479
pf11_0153,NULL,35.70469859
pf10_0260,10.30579256,33.17843111
pf14_0483,NULL,36.75479549
pf11_0317,15.89113942,38.560724
pfb0465c,NULL,24.76478298
pf10_0243,9.916236065,24.68895525
pfa0390w,18.83840539,42.1109318
pfd0440w,19.87312479,51.98896084
mal13p1.90,NULL,33.25185756
mal13p1.295,127.4006899,102.04514
pfl0285w,51.29658835,83.83255904
pfl2005w,37.674008,121.9901494
pf10_0030,NULL,21.51265754
pf07_0087,332.1984804,618.2185287
pf14_0120,36.42470966,57.60155714
pfe0645w,NULL,48.11609898
pfl1925w,161.6537941,173.6414585
pf13_0241,31.82383292,45.91758727
pfl1300c,74.8253187,72.71951602
pf14_0601,NULL,72.52347442
pf13_0118,38.95252217,56.3279808
pff0365c,35.43253675,37.67077286
mal13p1.347,39.65487889,44.2696697
pf14_0540,96.49325761,96.45522897
pff0690c,183.3000771,186.2120774
pfd0600c,NULL,43.13246551
pf07_0010,NULL,8.112999729
pf14_0412,35.35654985,59.85642445
pf13_0242,105.308927,164.7741616
mal7p1.83,25.6334028,49.02035389
pf07_0112,323.1357355,532.3068451
pf10_0175,22.34978087,41.47419778
pf11_0121,NULL,127.0077785
pf07_0129,375.1993152,376.2237456
pfl2180w,42.38579524,73.83767014
pfi0086w,145.6520082,141.215293
pf10_0032,NULL,7.889196323
pf11_0413,45.57783903,67.03497345
pfa0405w,NULL,22.83997024
mal8p1.11,38.39371221,51.14778988
mal8p1.101,14.08423651,36.03944259
pfe0915c,234.8834253,361.913454
pfe0520c,52.31230873,65.16219858
mal7p1.94,103.7566851,178.0871251
pfi1545c,146.6485259,277.0491076
pf10_0165,45.72580447,99.56421765
mal13p1.82,64.22256665,124.5225034
mal13p1.74,NULL,26.2983956
pf11_0374,68.20567244,131.7216863
pfl1775c,48.82826096,78.66833202
pf11_0049,9.029586041,16.02748354
pf07_0062,20.44465567,64.75764965
pfa0170c,28.79665251,38.45261808
pfi0660c,NULL,NULL
pfe0620c,15.66357378,29.78082705
pfl1755w,NULL,29.90693906
pff0355c,NULL,31.2939803
pf14_0278,23.62636881,37.32781649
pf07_0017,38.46306266,54.34663977
pf14_0161,NULL,41.28119818
pfi1010w,NULL,25.10361183
pfe0215w,22.50971293,60.40984562
pfc0770c,29.46907646,38.90226899
pf13_0349,NULL,350.563702
pf14_0285,NULL,28.86123577
mal7p1.157,24.73704152,66.35158915
pf10_0204,NULL,87.89333874
mal7p1.149,24.10182925,56.97519643
pff1265w,NULL,29.66795019
pf14_0112,12.08394533,40.29640238
pf10_0298,194.6399477,261.4099655
pf08_0080,32.39923498,77.73371422
mal13p1.332,NULL,83.86223991
pf11_0097,NULL,203.2816371
pf11_0117,60.45724359,235.7249547
pf10_0241,NULL,46.73212204
mal13p1.75,33.05186151,61.27812048
pfl1100w,NULL,22.9090124
pfb0520w,11.29521754,23.64044793
pf14_0354,35.33805021,74.53821425
pfc0360w,159.2838515,169.9834836
pfl0280c,128.2908774,276.8576354
pfl1075w,14.49364845,30.11333361
pf13_0140,35.54178433,108.7783068
pf13_0307,29.71043971,50.9928612
pfd0805w,NULL,46.23972926
pfl2115c,15.49097828,21.11156935
pfa0550w,NULL,35.99678624
pfi1615w,14.00421611,49.40996505
mal7p1.23,24.19725176,70.66630663
pfl1155w,132.0481851,177.3404172
pfc0670c,121.7945301,305.3174018
mal13p1.95,NULL,75.06339187
pf11_0560,NULL,109.4857342
pfb0840w,45.86871553,181.9689078
pfa0385w,NULL,36.10831773
pfb0645c,NULL,194.3306979
mal13p1.180,NULL,61.53893714
pfc0886w,NULL,257.786076
pf14_0680,NULL,38.07148309
pfc0955w,61.52903447,90.53617096
pf14_0178,40.08417247,NULL
pfe1025c,NULL,65.60687633
pf14_0543,402.0925076,284.7727255
pf11_0099,335.7842314,232.8549261
pf13_0303,50.25240294,29.98224784
pff0520w,72.52548415,83.36113868
pfe0710w,24.84154015,50.14391788
pf14_0200,126.9777728,156.1174123
pfe0765w,21.81863045,43.09471335
pfe0625w,176.9464434,354.4999962
pf14_0254,41.66719768,128.114086
mal13p1.319,NULL,37.8698433
pf10_0253,NULL,97.4942141
pfc0715c,15.91640355,43.44696569
mal13p1.262,16.97425879,30.47184715
pfd0335c,NULL,48.43032477
pfe0855c,NULL,24.95142913
pfa0425c,NULL,57.06379174
pfc0575w,24.30502795,41.79559704
pf13_0231,NULL,61.76335375
pf10_0052,NULL,96.01450484
pfb0220w,NULL,52.00914978
pf13_0134,42.78222429,56.52270847
pf10_0246,71.92266107,103.8515227
pfc0125w,8.463695334,16.1142975
pfc0555c,NULL,51.54524472
pfe1330c,18.90077461,37.66602407
mal7p1.159,NULL,53.91494879
pf14_0255,NULL,70.96518557
pfl0660w,NULL,336.829842
pf13_0121,NULL,81.77353816
mal7p1.127,NULL,13.66281422
pff0155w,NULL,53.86341953
pf13_0080,NULL,10.23753012
pfb0810w,NULL,107.6462718
pf14_0347,NULL,32.07886491
pfa0400c,211.0812498,402.2720502
pf11_0120,NULL,94.91802485
pfl0105w,NULL,58.42220348
pfl1725w,36.7747962,135.1063589
pf13_0151,NULL,28.82653479
mal13p1.134,NULL,36.09093168
pfl0435w,29.84483742,67.22329218
pf11_0427,NULL,58.20507748
pf11_0282,NULL,456.1086435
pfa0140c,NULL,21.23470589
pfe0830c,29.82574127,40.70467284
pfi1065c,NULL,44.68426365
pf14_0720,15.76329634,37.88325393
pfe0270c,35.83697418,128.2863234
pfd0415c,NULL,41.52740521
pfe0250w,27.65414809,36.28215334
pf08_0125,37.12152359,62.00783299
pfi1680w,67.51531487,96.24367137
pfi0235w,117.4035311,196.2689542
pf11_0329,74.98053936,97.74399091
mal7p1.77,380.9822115,856.4377561
pf14_0394,NULL,60.37706698
pfe1275c,NULL,35.56740112
pf13_0218,20.56199147,24.82096158
pf10_0236,NULL,146.8338296
pfe0560c,27.87075714,36.31663721
mal7p1.110,62.74051024,80.95986522
pf10_0215,39.44755681,44.64384033
pfc0950c,23.78379027,44.05638165
pfa0225w,24.59721812,55.37278423
pff0285c,14.85811675,36.29066019
pfl1550w,NULL,41.6719008
pf14_0462,33.99957653,59.13578187
pfl2070w,NULL,NULL
pf14_0061,NULL,39.95197618
pfi0155c,163.0870782,247.4542648
pf14_0493,173.3683484,237.1840936
mal13p1.214,867.5245396,2165.337307
pf13_0237,69.11959125,119.6914895
pf14_0602,NULL,31.39687845
pf14_0666,NULL,86.32757704
pf07_0038,NULL,34.4609455
pf14_0475,50.62621669,53.08878547
pfi0730w,30.48859776,29.80118553
pf10_0291,26.16425694,84.47426202
mal13p1.226,10.11875555,46.91101183
pfb0500c,58.72580236,141.4980055
pf11_0087,43.32728824,85.98135657
pff0550w,NULL,45.94507215
pfl0445w,186.1289686,301.5309202
pf07_0111,NULL,14.92178057
pf13_0131,NULL,35.90172431
mal13p1.39,26.01451531,50.68568597
pf07_0064,82.13005424,181.0272644
pfe0795c,106.2262267,118.5934676
pfe0470w,NULL,37.39184242
pfl2330w,NULL,40.05073741
pf14_0538,13.3774202,51.23265586
pfd0670c,89.730599,374.1227517
mal8p1.18,11.43890737,31.40179975
pfb0390w,41.94148247,91.5747545
pf14_0447,114.1283106,83.14438754
pfc0170c,91.1461366,148.2577737
pfa0435w,48.78093552,38.14422279
pff1150w,57.0971743,98.80941585
pfc0730w,184.0922841,98.99116217
pf11_0332,112.3957114,263.6869505
pfl0595c,NULL,82.18104324
pf14_0151,42.88332569,50.54579853
pf11_0482,21.14667734,53.50463842
pf14_0444,42.83536408,56.165884
pf11_0112,49.17615812,81.84396601
pf14_0376,NULL,45.18868509
pff0715c,27.26590986,40.54266204
pff0655c,15.09523996,16.37246762
pf14_0275,NULL,99.60340259
pfl1740w,NULL,45.55510448
pfe0255w,50.02850145,56.0756975
pf10_0168-a,42.10057482,41.89755203
pf10_0168-b,42.28339829,42.21602765
pf10_0129,81.18947754,50.48234775
pfl0615w,40.012004,67.91479994
pff0665c,41.36273975,60.55036522
pfe1075c,54.25030114,83.8067338
pf11_0172,42.85496742,49.37267855
pff0495w,NULL,59.74578703
pf13_0200,NULL,44.15326576
pf13_0139,NULL,10.6523976
pf14_0580,NULL,30.53091255
pf07_0108,NULL,20.95648302
pfl0500w,NULL,80.26912231
pf13_0302,NULL,21.62715027
pfl1630c,NULL,147.4465559
pfa0545c,NULL,35.13568767
pf10_0320a,NULL,50.28812396
pfi1575c,NULL,54.20760675
pfc0320w,NULL,33.48103641
pfl1900w,38.30901029,146.4430683
pf10_0240,NULL,34.64187526
pf14_0286,NULL,32.98390621
mal13p1.40,NULL,55.96102327
pf14_0613,36.6729235,58.75951473
pf11_0210,NULL,41.2122297
pf10_0213,35.84701899,65.36013704
pf14_0461,28.01569705,54.00082267
pfc0701w,NULL,61.91595981
pfi0380c,152.1747733,230.1251647
pf11_0072,NULL,50.68560642
pfi1610c,NULL,64.87977098
pf14_0310,36.88284844,54.84199038
pfb0835c,NULL,91.67559013
pfc1035w,NULL,32.53392926
pf13_0148,3.539276379,14.86626378
pf14_0053,65.09887457,208.9838421
pfe0690c,86.22193447,290.2240891
pfd0830w,55.06549421,163.0515656
pf11_0159,NULL,87.75376337
pfd0145c,NULL,17.82145643
pf10_0118,NULL,58.66846052
pf07_0119,NULL,61.91938657
mal8p1.69,1705.516744,3011.753441
pf14_0397,NULL,56.30122348
pf10_0117,23.23595215,36.39461658
pf11_0054,14.75608001,41.59846394
pf08_0093,NULL,21.40527268
pff1165c,NULL,34.69637878
pf07_0032,NULL,85.98682868
pf14_0268,14.77774903,55.74913462
pf10_0191,18.15739422,36.51904851
mal13p1.19,8.458837471,36.66591603
pfl2130w,40.4149085,69.40044877
pfl1430c,NULL,21.25939231
pfd0790c,NULL,13.52016046
mal8p1.29,15.91014059,52.79680304
pf11_0488,NULL,25.63203996
pf13_0291,46.09868,202.6740587
pf14_0717,NULL,42.15312028
pf11_0348,90.83500812,145.0318219
pf13_0199,16.8781064,37.64507005
pff1130c,43.18694609,78.84782073
pfi1500w,15.98870654,33.01843166
pf13_0328,132.4736456,485.5037515
pf13_0187,10.22325347,32.47682835
pf10_0221,NULL,90.4910963
pfd0685c,19.67962175,50.66124712
mal13p1.151,NULL,31.30606425
mal13p1.160,NULL,84.44451567
pf14_0270,25.92283678,61.84397485
pfa0115w,NULL,313.3141329
pfb0890c,NULL,33.5818002
pf14_0641,NULL,67.32885133
pfb0380c,21.64705064,28.65272826
pf13_0033,206.6848161,364.8888012
mal7p1.35,11.97542366,15.06062628
pf08_0061,37.55437748,75.17763492
pfl0600w,NULL,37.4566435
mal8p1.142,346.1055725,574.486812
pf10_0174,151.5000586,180.1434443
pfc0416w,NULL,91.07550858
pfe1395c,171.1155115,234.242164
pf14_0632,277.9007626,319.0758661
pf11_0314,211.3632456,259.6409927
pf14_0331,NULL,42.31721955
mal13p1.217,NULL,95.60874104
mal13p1.303-a,65.42834749,327.3738974
pfi1585c,NULL,103.8498116
pfi0180w,185.7716988,539.7625904
mal13p1.303-b,61.58900528,307.9607901
pf13_0089,22.55125111,47.82684961
pf14_0577,9.919088072,28.64805908
pfi0495w,12.97790538,31.49368983
pfb0530c,NULL,48.63571925
pf10_0154,46.11954587,173.5304364
pf10_0084,154.9387595,359.9923168
pf11_0425,NULL,60.19324261
pf14_0696,NULL,82.64233387
pfd0590c,7.689635333,58.97953437
pf14_0531,NULL,64.48811819
pf11_0440,NULL,111.7702345
pfl2045w,NULL,37.50349479
pfl1670c,NULL,60.67033061
mal13p1.250,NULL,77.26541303
pf11_0315,14.99392059,60.09160895
pf11_0098,755.2694614,1979.479588
mal8p1.20,NULL,23.62645562
pfd0585c,NULL,20.93087289
pfd0850c-a,NULL,51.2718791
pfl2165w,10.42380074,43.60344165
pfb0590w,NULL,109.0179832
pfd0470c,76.21714492,89.42668944
pf11_0262,NULL,66.31677188
pff0740c,NULL,35.98266432
pf13_0272,340.2287357,698.3969199
pfi1430w,NULL,38.37106197
pf10_0045,27.46582652,68.98231443
pf14_0133,NULL,39.67251442
pfe0155w,12.47739471,36.88113635
pfb0720c,NULL,33.45833363
pfb0755w,NULL,NULL
pf13_0028,NULL,42.18552322
pfl1005c,186.1905905,390.0450706
pfe1510c,24.92023193,88.70847364
pf14_0642,NULL,42.3986099
pfb0888w-a,268.7975756,345.8538881
pf11_0186,NULL,87.82760188
pfl1065c,NULL,39.33490892
pfb0888w-b,214.6208685,267.8742036
pf10_0203,475.1004095,616.4177491
pf11_0249,9.389511709,36.03271596
pf10_0069,NULL,69.24217878
mal13p1.343,141.9076516,123.0381123
pf13_0333,11.14375042,33.94407694
pf11_0352,60.79795905,145.3200865
pfb0460c,9.541773929,35.8206559
pf10_0140,6.158017131,23.26971376
pf14_0664,NULL,5.765081999
pf14_0031a,8.186987295,31.92694234
pfc0525c,105.71743,229.5113241
pf10_0031,NULL,32.51097093
pfi0890c-a,NULL,87.90511921
pf07_0109,NULL,NULL
pfl1285c,58.99388375,149.1571532
pfl2465c,NULL,NULL
pfi0890c-b,36.42319669,85.50232219
pf11_0173,24.45325725,34.02096106
pf10_0334,19.34536749,43.01430707
pfl2245w,102.1663342,150.0395937
pfa0370w,NULL,98.00824021
pfi1295c,27.8422508,108.8493729
pf13_0176,20.20055391,55.11103841
pfl2435w,NULL,124.9475225
mal13p1.348,NULL,29.90750953
pfb0750w,16.26432755,50.85034451
pfl1010c,15.40465413,43.70907012
mal8p1.53,54.10061533,150.2594947
pff0785w,20.33738953,56.05988495
mal8p1.140,15.32614005,48.41261288
pfa0335w,NULL,63.25905818
pfl1915w,16.93156372,34.42321418
pfa0280w,4.488516233,17.60860877
pf11_0273-a,94.21241115,82.07013765
mal13p1.193,15.43671231,54.21313622
pf11_0273-b,94.6974501,82.28283006
pf13_0280,250.7309595,236.2800415
pfd0311w,59.2324035,45.50537129
pf11_0131,NULL,17.99622359
pf14_0615,116.5951096,90.36454381
pfl1890c,70.97931663,49.38173807
pf13_0024,34.80562415,90.67459259
pfi1330c,NULL,60.96998199
pff0805c,NULL,NULL
pf13_0117,20.65829494,44.77272029
mal13p1.161,NULL,100.2818552
pf10_0060,NULL,55.84054744
pfc0860w,NULL,40.12668069
pfi0135c,NULL,65.45777913
pfd0465c,NULL,63.95549326
mal13p1.311,NULL,17.02835544
pf10_0151,14.47955969,59.99992496
pf10_0316,NULL,39.37148495
pf07_0012,16.13047225,43.41694686
pfl0165c,NULL,30.73808703
pfa0340w,NULL,25.13928691
pfb0795w,22.68792231,150.9354661
pfi0990c,12.7039422,44.36995174
pf07_0065,21.13574257,122.5883768
pfi0530c,NULL,77.37876049
mal13p1.307,NULL,107.2115821
pf14_0132,NULL,48.95285589
pfl0360c,NULL,9.133988753
pfe0090w,24.37815892,92.23747124
mal8p1.96,NULL,56.0381584
pf08_0014,NULL,162.1004002
pf10_0147,NULL,NULL
pf14_0675,13.60020815,34.21112108
pf13_0336,19.8627291,43.07985968
pf11_0229,NULL,31.28650443
pfl1930w,12.95895378,30.89157837
pfi1170c,42.11624013,210.3188061
pf13_0032,NULL,78.5499446
pf10_0133,11.29241213,42.0989348
pf13_0189,NULL,41.05922194
pf13_0251,NULL,37.44262258
pfc0310c,33.78609572,115.7069793
pfi0665w,NULL,31.04197569
pf14_0063,20.65589996,51.34928883
mal13p1.244,NULL,47.18240732
pfe0450w,7.136839055,53.69473347
pfl0750w,NULL,NULL
mal7p1.21,14.01522124,67.87202942
pf14_0591,NULL,27.94529268
pfi1355w,30.4456808,148.6783257
pf10_0238,NULL,46.59047132
pf13_0025,NULL,85.84476785
pfb0330c,NULL,61.85456368
pfi0830c,24.98919103,52.2663557
pfe0435c,48.11007272,114.1724155
pfa0345w-a,NULL,152.1247163
pfa0345w-b,NULL,156.7278018
pfe0500c,41.61298271,109.8550135
pf14_0177,35.44790586,137.1215681
pfc0705c,4.442713125,17.34482367
pfi0215c,NULL,85.87323883
pfc0510w,NULL,24.64997319
pf07_0105,8.877600757,20.87015437
mal13p1.42,NULL,41.34697619
pfl0735w,NULL,54.33562816
pf14_0695,13.16733317,37.52262666
pfi0855w,NULL,73.59863961
pf14_0548,NULL,26.73356367
pff0765c,NULL,21.90871184
pfd0760c,NULL,31.66221814
pf14_0405,NULL,8.660148674
pfc0315c,NULL,40.94634435
mal7p1.30,NULL,22.61055056
pf13_0050,22.73915049,48.72824412
pfe0205w,NULL,22.7323776
pfe0820c,33.5827816,62.43544879
pfe0095c,NULL,47.04461377
pfi0300w,NULL,70.54667564
pfl0465c,23.24574913,51.30103545
pff0875w,NULL,25.52109455
pf08_0101,17.77931965,39.71439281
mal13p1.210,NULL,21.01629764
pfl1395c,30.90435164,55.3762925
pf08_0021,NULL,39.71384569
pfd0420c,NULL,75.39991799
pfc0995c,23.02902343,71.03761388
pfa0290w,NULL,27.05309745
mal7p1.340,77.63925443,239.3367254
pf14_0545,200.3345449,588.2248424
pf14_0089-b,NULL,NULL
pfc0840w,9.908982289,38.48394021
pf14_0089-a,NULL,NULL
pfd0170c,30.65057416,92.66848533
pfc1005c,NULL,NULL
pf14_0148,NULL,81.15923949
pfl0685w,NULL,28.84919428
pfi1460c,NULL,62.34407492
pfd0780w,46.18241442,62.74820292
pf11_0066,NULL,89.01673079
pff1190c,NULL,NULL
pf14_0184,10.73486448,44.74042753
mal13p1.194,47.19140354,138.7677099
mal7p1.132,NULL,13.79123104
pfl0505c,61.76575774,115.2162142
pf14_0463,7.168656997,23.70809792
mal13p1.103,19.7650861,70.42305194
pfe1375c,51.91415535,57.1660605
pfe0705c,10.31883301,40.7654283
pf13_0285,61.82782171,59.32726048
pfe0330w,45.47510662,46.53205913
mal13p1.190,222.0013999,253.6794721
pfe0965c,1762.757794,1490.843461
mal13p1.196,NULL,58.50952505
pf14_0560,NULL,51.22961599
pfi0565w,NULL,49.82630004
pfl2345c,195.2768839,280.1697403
mal13p1.121,NULL,96.59392473
pf14_0237,31.71405637,47.85737783
pfe1355c,131.2842531,187.0234611
pfd0775c,43.24063777,55.65124453
pfd0665c,301.8704651,469.0542261
pf14_0533,NULL,57.40002515
pf11_0233,9.429185089,22.78013422
pfe1225w,NULL,101.3652596
pfi1525w,38.3736197,79.50988898
pf14_0295,NULL,51.53871458
pf10_0081,172.5625629,327.697035
mal13p1.96,NULL,40.15083733
pf11_0303,129.7770501,262.3838185
mal13p1.124,11.78167935,32.18497994
pfi0240c,7.238299793,57.85416686
pf13_0312,NULL,46.09660397
pf13_0095,37.58227582,170.5708565
mal13p1.220,NULL,NULL
pfe1345c,32.63774517,186.8418959
mal13p1.131,NULL,65.04211536
pf14_0552,7.298733939,25.00457667
pf11_0441a,NULL,33.01616063
mal8p1.54,NULL,26.81628005
pf14_0138,NULL,62.64047494
pf07_0035,14.50117335,70.10829314
pfa0485w-b,NULL,21.77757271
pfl2370c,NULL,NULL
pfa0485w-a,NULL,19.61028853
pfc0581w,NULL,75.46369969
pf11_0177,32.0446427,129.7740222
pf11_0257,87.90895837,223.1867026
pfi1240c,NULL,65.8272591
pfl1570w,NULL,31.6790774
pfc0455w,30.72996715,66.45620446
mal8p1.82,23.98641174,42.84316853
pff0170w,NULL,NULL
pfd0535w,21.4578277,41.36993291
pfc0515c,NULL,12.08643121
pfc0500w,NULL,47.84741362
pfc0710w-a,43.9110957,198.6648477
pfc0710w-b,42.30763833,196.8214033
pfe0145w,NULL,102.4191376
mal8p1.61,NULL,NULL
pf08_0126,8.756149684,47.80070372
pfb0685c,NULL,23.1778615
pfa0285c,19.03608869,106.3753539
pfc0755c,22.72003892,125.7224053
pfb0365w,NULL,25.13854513
pfl1370w,NULL,36.5057572
pf14_0212,NULL,85.03952578
pfi1665w,75.38453579,239.7317615
pfl1295w,NULL,48.88386562
pf14_0366,NULL,34.81774712
pf14_0352,94.16099345,349.020163
mal13p1.189,NULL,32.86485588
pfc0325c,43.08982258,84.45646985
pfc0385c,10.03485981,27.29626432
pf11_0333,23.60707071,44.43869797
pfd0990w,NULL,61.35870305
pfl0580w,29.19256578,158.9709891
pfl0170w,NULL,23.24525272
pfi1365w,NULL,93.06358257
pf08_0009,NULL,40.0229845
pf10_0190,NULL,16.88047031
pfl0350c,NULL,20.49229343
pf07_0101,16.0068757,53.98954959
pf08_0094,NULL,39.93946703
pf14_0419,NULL,NULL
pfl1050w,NULL,36.31584469
pf14_0361,78.17230229,173.8737756
pf14_0252,16.02045594,56.85156212
pfi1515w,NULL,61.81323138
pfd0405c,56.07121417,NULL
mal7p1.107,NULL,76.71781032
pfl0620c,40.97562019,98.9330005
pfl0975w,NULL,17.04503167
pfl0950c,93.69576406,57.17646745
pfb0450w,605.5137871,436.6217331
mal13p1.171,134.456802,96.96403939
pfi0160w,NULL,30.16970765
mal7p1.87,NULL,65.25371122
pfe0840c,NULL,30.34115679
pf11_0168a,6.265515199,76.06384519
pf11_0141,NULL,143.1165506
